,Name,Nationality,Club,Age,BP,Position,Total Stats,OVA,POT,Height,Weight,foot,Value,Wage
11915,L. Díaz,Colombia,Colombia,23,CAM,LM,1905,78,86,180.34,73.03,Right,15500000,14000
11916,L. Tempelmann,Germany,SC Freiburg,21,CDM,CM,1518,57,67,175.26,77.11,Right,170000,3000
11917,C. Bayala,Burkina Faso,Racing Club de Lens,24,RM,RM LM,1692,68,74,180.34,68.04,Right,1200000,13000
11918,B. Scott,United States,1. FC Köln,20,GK,GK,926,59,71,187.96,78.02,Right,230000,2000
11919,S. Oum Gouet,Cameroon,SCR Altach,22,CDM,CDM CM CB,1758,68,75,185.42,74.84,Right,1100000,5000
11920,R. Rivas,Honduras,Inter,20,RM,RM RW,1567,64,73,177.8,73.03,Right,700000,9000
11921,N. Vlašić,Croatia,PFC CSKA Moscow,22,CAM,CAM,2014,80,86,177.8,78.93,Right,20500000,47000
11922,S. Tonali,Italy,Milan,20,CM,CDM CM,2084,77,91,180.34,79.83,Right,18500000,25000
11923,M. González,Argentina,Patronato,23,CM,CM,1567,58,64,177.8,74.84,Left,170000,2000
11924,M. Lercher,Austria,SV Ried,24,LWB,LWB LB,1546,64,69,177.8,68.95,Left,525000,2000
11925,Z. Vanheusden,Belgium,Standard de Liège,20,CB,CB,1758,73,84,187.96,78.02,Right,6500000,9000
11926,P. Teixeira,Switzerland,BSC Young Boys,20,LM,LM,1404,55,70,177.8,72.12,Left,180000,2000
11927,O. Drost,Denmark,AC Horsens,23,ST,ST,1513,60,67,187.96,73.03,Right,300000,2000
11928,R. Amaral,Uruguay,Nacional de Montevideo,23,CAM,CAM,1833,73,79,177.8,81.19,Left,5500000,500
11929,Borja Sánchez,Spain,Real Oviedo,24,CAM,CAM LM ST,1837,73,80,185.42,79.83,Right,5500000,9000
11930,L. Coccolo,Italy,Juventus,22,CB,LB,1481,62,72,187.96,74.84,Left,450000,9000
11931,Dani Martín,Spain,Real Betis,21,GK,GK,1148,70,80,187.96,77.11,Right,2300000,6000
11932,Gonzalo Pereira,Spain,Levante UD,22,CB,CB,1458,63,71,180.34,74.84,Right,500000,4000
11933,J. Mejías,Venezuela,Málaga CF,22,CB,CB,1301,62,72,185.42,78.02,Right,450000,2000
11934,I. Ganago,Cameroon,Racing Club de Lens,21,ST,ST RW LW,1715,71,77,175.26,82.1,Right,3300000,20000
11935,L. Justiniano,Bolivia,Bolivia,27,CDM,CDM,1575,65,66,172.72,78.93,Right,550000,500
11936,J. Collins,Nigeria,SC Paderborn 07,25,LB,LB LM,1740,72,75,182.88,73.03,Left,3400000,13000
11937,Fran Manzanara,Spain,Levante UD,23,CB,CB CDM RB,1657,66,75,182.88,72.12,Right,900000,5000
11938,F. García,Argentina,CD Leganés,20,CDM,CDM,1625,64,72,172.72,69.85,Right,625000,2000
11939,J. Mbom,Germany,SV Werder Bremen,20,CAM,CDM CM,1714,64,78,182.88,73.94,Right,925000,4000
11940,M. Guehi,England,Swansea City,19,CB,CB,1440,64,80,185.42,74.84,Right,900000,3000
11941,G. McEachran,England,Chelsea,18,CAM,CAM CM,1522,59,79,172.72,64.86,Left,325000,5000
11942,J. Paintsil,Ghana,MKE Ankaragücü,22,CAM,LW RW,1757,70,77,167.64000000000001,68.04,Right,2500000,14000
11943,N. Taitague,United States,FC Schalke 04,21,CAM,CAM RW,1534,60,73,172.72,68.04,Right,400000,3000
11944,J. Kübler,Germany,FC Carl Zeiss Jena,20,CDM,CM CDM,1681,62,77,175.26,71.21,Left,650000,500
11945,E. Cicerelli,Italy,US Salernitana 1919,24,RM,LW LM RM,1488,62,65,177.8,71.21,Right,375000,900
11946,Y. Belaïli,Algeria,Al Ahli,28,LM,LM CAM,1708,72,72,177.8,74.84,Right,3100000,27000
11947,G. Chakvetadze,Georgia,KAA Gent,20,CAM,LM CAM CM,1796,72,83,177.8,74.84,Right,5500000,12000
11948,A. Obispo,Netherlands,PSV,21,CB,CB,1705,69,78,185.42,78.93,Left,1500000,5000
11949,Diego Barri,Spain,Albacete BP,23,CDM,CDM CM,1584,65,74,187.96,81.19,Right,775000,2000
11950,L. Foster,South Africa,Vitória Guimarães,19,ST,ST RW,1636,65,79,182.88,82.1,Right,1200000,2000
11951,L. Vera,Argentina,Club Atlético Lanús,23,CAM,CM CAM,1911,72,78,165.1,59.87,Right,4200000,12000
11952,Cristian Rivero,Spain,Valencia CF,22,GK,GK,987,67,76,187.96,74.84,Right,925000,6000
11953,Junior Firpo,Spain,FC Barcelona,23,LB,LB LM,2012,79,85,182.88,78.02,Left,15500000,110000
11954,V. Kušej,Czech Republic,SG Dynamo Dresden,19,LW,CF CAM,1501,60,78,165.1,68.95,Left,450000,3000
11955,L. Geertruida,Netherlands,Feyenoord,19,RB,RB CB,1785,72,82,185.42,74.84,Right,4400000,5000
11956,M. Kolar,Croatia,FC Emmen,25,ST,ST RM,1527,65,68,185.42,77.11,Right,700000,2000
11957,P. Waring,Australia,Cerezo Osaka,21,ST,ST,1322,57,66,190.5,83.91,Right,160000,1000
11958,P. Daka,Zambia,FC Red Bull Salzburg,21,ST,ST,1816,76,85,182.88,71.21,Right,12000000,22000
11959,D. Maekawa,Japan,Vissel Kobe,25,GK,GK,911,64,68,190.5,86.18,Right,425000,2000
11960,K. Yoshimaru,Japan,Vissel Kobe,24,GK,GK,864,60,65,182.88,74.84,Right,210000,1000
11961,Y. Clementia,France,OGC Nice,21,GK,GK,1067,69,74,187.96,79.83,Right,1100000,7000
11962,M. Okazaki,Japan,Shimizu S-Pulse,21,CB,RB CB,1443,62,70,180.34,73.94,Right,400000,650
11963,G. Hatano,Japan,FC Tokyo,22,GK,GK,876,62,69,198.12,97.07,Right,325000,1000
11964,S. Mogi,Japan,Cerezo Osaka,21,GK,GK,928,59,68,195.57999999999998,79.83,Right,190000,700
11965,T. Mkhize,South Africa,South Africa,31,RB,RB CB CDM,1723,71,71,177.8,72.12,Right,0,0
11966,R. Frosler,South Africa,Kaizer Chiefs,22,RWB,RB LB,1691,68,75,172.72,68.95,Right,1100000,500
11967,P. Mahlambi,South Africa,South Africa,21,RM,CAM RW CF,1698,70,77,172.72,69.85,Right,0,0
11968,A. Semenyo,England,Bristol City,20,ST,ST,1442,60,75,182.88,74.84,Right,450000,5000
11969,F. Kanouté,Senegal,KSV Cercle Brugge,21,CB,CDM CM,1761,65,74,185.42,78.02,Right,775000,2000
11970,J. Deminguet,France,Stade Malherbe Caen,22,CM,CM CDM,1901,70,79,177.8,73.94,Left,2700000,5000
11971,Lin Liangming,China PR,Dalian YiFang FC,23,ST,RM LM ST,1492,60,67,177.8,73.03,Right,300000,2000
11972,T. Itō,Japan,Sint-Truidense VV,23,CAM,LM RM,1572,67,73,162.56,58.97,Left,1000000,5000
11973,Su Boyang,China PR,Guizhou Hengfeng FC,29,GK,GK,1009,72,73,185.42,73.94,Right,2400000,10000
11974,J. Stevens,England,Swindon Town,20,RM,RM CM,1556,61,76,177.8,69.85,Right,550000,2000
11975,W. Geubbels,France,AS Monaco,18,ST,ST,1567,63,76,185.42,72.12,Right,675000,4000
11976,A. BruusB,Denmark,Brøndby IF,21,RM,RWB ST,1621,59,71,182.88,78.93,Right,250000,2000
11977,G. Risso Patrón,Argentina,Atlético Tucumán,24,LB,LB LM,1560,65,72,172.72,73.03,Left,675000,3000
11978,D. Khalid,Morocco,Amiens SC,21,CAM,ST CAM,1532,63,70,180.34,78.02,Right,525000,1000
11979,O. Moruțan,Romania,FCSB (Steaua),21,CAM,CAM CM,1764,68,81,172.72,71.21,Left,1700000,5000
11980,S. Sadzoute,France,Pau FC,22,LB,LB,1695,65,76,172.72,55.79,Left,850000,1000
11981,Yaki Yen,Chinese Taipei,Qingdao Huanghai F.C.,31,CB,CB,1499,62,62,182.88,73.03,Right,230000,3000
11982,I. Huguenet,Argentina,Newell's Old Boys,21,ST,ST,1602,64,74,187.96,78.02,Right,750000,4000
11983,J. Shonga,Zambia,Orlando Pirates,23,ST,ST,1630,66,71,177.8,63.96,Right,875000,500
11984,Chen Wei,China PR,Shanghai SIPG FC,22,GK,GK,899,53,65,187.96,81.19,Right,90000,1000
11985,Wei Zhen,China PR,Shanghai SIPG FC,23,CB,CB,1504,61,70,187.96,78.02,Right,350000,2000
11986,Liu Yiming,China PR,Guangzhou Evergrande Taobao FC,25,CB,CB,1424,62,69,190.5,82.1,Right,375000,4000
11987,Zhang Xiuwei,China PR,Guangzhou Evergrande Taobao FC,24,RB,CM CDM,1720,61,66,177.8,64.86,Right,325000,3000
11988,Yang Liyu,China PR,Guangzhou Evergrande Taobao FC,23,RM,RM RW ST,1751,66,74,177.8,64.86,Right,950000,6000
11989,H. Cochrane,Scotland,Heart of Midlothian,18,CAM,CM CDM CAM,1707,63,82,177.8,68.95,Right,750000,700
11990,O. Bailey,England,Birmingham City,20,CAM,CAM RM,1450,59,73,177.8,74.84,Left,350000,2000
11991,R. Tulloch,England,Doncaster Rovers,19,ST,ST LW CAM,1447,60,78,177.8,67.13,Right,450000,1000
11992,D. Meredith,Scotland,West Bromwich Albion,19,CB,RB CB,1530,61,75,172.72,63.96,Right,500000,3000
11993,J. Soule,England,West Bromwich Albion,19,ST,ST,1443,58,75,172.72,58.06,Right,275000,7000
11994,D. Smarsch,Germany,FC St. Pauli,21,GK,GK,924,62,76,195.57999999999998,97.07,Right,575000,2000
11995,E. Elmas,North Macedonia,Napoli,20,CAM,CM,1894,72,84,182.88,73.94,Right,5500000,28000
11996,E. Daci,North Macedonia,Atiker Konyaspor,21,ST,LM ST,1494,62,74,182.88,74.84,Left,550000,2000
11997,A. Akinola,United States,Toronto FC,20,ST,ST,1501,59,73,177.8,82.1,Right,350000,1000
11998,J. Morton,England,Bristol City,21,CM,CM,1643,59,71,185.42,73.03,Right,275000,5000
11999,G. Nurse,England,Walsall,21,LM,LB LWB CM,1587,57,68,180.34,78.02,Left,160000,2000
12000,S. Shotton,England,West Bromwich Albion,19,CB,CB,1225,53,73,182.88,74.84,Right,120000,5000
12001,A. Dabo,France,FC Nantes,19,CAM,LM CM,1645,63,80,180.34,73.94,Left,800000,3000
12002,M. Ortíz,Bolivia,Bolivia,29,CB,CB CDM,1424,65,65,180.34,83.01,Right,0,0
12003,J. Intriago,Ecuador,FC Juárez,24,CDM,CDM CM RM,1866,71,78,175.26,68.95,Right,3000000,7000
12004,M. Bevan,New Zealand,New Zealand,22,ST,ST,1476,59,65,182.88,77.11,Right,0,0
12005,E. Salcedo,Italy,Hellas Verona,18,RM,CF ST,1563,67,83,177.8,73.94,Right,1600000,4000
12006,T. Holmes,England,Reading,20,CB,CB,1278,54,70,182.88,82.1,Right,140000,2000
12007,A. Preciado,Ecuador,Santos Laguna,25,ST,LM,1782,70,71,180.34,72.12,Left,2100000,14000
12008,R. Wiedesheim-Paul,Sweden,Halmstads BK,18,ST,ST,1219,51,70,182.88,68.04,Right,80000,500
12009,M. Bird,England,Derby County,19,CM,CDM CM,1741,67,81,182.88,68.04,Left,1500000,5000
12010,H. Hale,England,Southampton,19,RM,RW ST,1427,57,65,180.34,74.84,Right,150000,5000
12011,K. Hansen,Norway,Stabæk Fotball,19,CAM,RW LW,1593,62,76,175.26,69.85,Right,650000,600
12012,H. Knibbs,England,Cambridge United,21,ST,ST,1507,62,73,190.5,74.84,Right,525000,2000
12013,T. Golden,England,Salford City,20,RB,RB LB,1473,58,69,175.26,64.86,Right,200000,2000
12014,K. Leshabela,South Africa,Leicester City,19,CAM,CAM CM,1576,60,76,177.8,76.2,Right,450000,6000
12015,C. Bassey,England,Rangers FC,20,CB,LB CB,1579,62,76,185.42,76.2,Left,625000,6000
12016,R. Akbari,Australia,Brisbane Roar,20,CAM,CAM ST,1422,55,70,185.42,71.21,Right,180000,750
12017,A. Sissoko,France,AS Saint-Étienne,23,RB,RB LB,1601,68,77,177.8,68.04,Right,1200000,9000
12018,B. Taylor,England,Sunderland,21,CB,CB,1199,52,67,182.88,74.84,Right,100000,1000
12019,J. Diamond,England,Sunderland,20,ST,ST,1319,53,65,175.26,59.87,Right,110000,2000
12020,J. Hackett,England,Sunderland,20,CAM,CM LM RM,1425,52,62,170.18,59.87,Right,80000,2000
12021,B. Kimpioka,Sweden,Sunderland,19,RM,RW LW CAM,1364,54,68,182.88,67.13,Right,150000,1000
12022,Ferran Torres,Spain,Manchester City,20,RM,RM LM CF,1942,81,89,182.88,77.11,Right,26500000,97000
12023,R. Guerra,Uruguay,Villarreal CF,23,CDM,CDM,1637,66,75,182.88,74.84,Right,925000,7000
12024,Dani Raba,Spain,Villarreal CF,24,CAM,RM,1751,73,79,182.88,76.2,Left,5500000,21000
12025,Pau Torres,Spain,Villarreal CF,23,CB,CB,1771,78,86,190.5,79.83,Left,14000000,26000
12026,Chuca,Spain,Wisła Kraków,23,CAM,CM RM,1676,64,72,180.34,74.84,Right,650000,1000
12027,F. Feuillassier,Argentina,CF Fuenlabrada,22,ST,LM RM,1597,66,78,172.72,68.95,Right,1100000,2000
12028,Álex Centelles,Spain,Valencia CF,20,LB,LB,1854,74,84,185.42,78.02,Left,8000000,18000
12029,J. Þorsteinsson,Iceland,Aarhus GF,21,RM,LW,1685,67,76,177.8,66.22,Right,1200000,4000
12030,P. Soiri,Finland,Finland,25,RM,LW RW,1618,63,64,182.88,63.05,Right,0,0
12031,Callejón,Spain,Real Betis,22,CAM,CM CDM,1650,62,73,182.88,68.95,Left,500000,4000
12032,Mario Hernández,Spain,Rayo Vallecano,21,CB,RB CB,1421,63,74,177.8,68.95,Right,575000,1000
12033,M. Kwietniewski,Poland,Wisła Płock,20,LM,CAM,1404,56,66,175.26,68.95,Left,150000,850
12034,Chen Binbin,China PR,Shanghai SIPG FC,22,LM,LW LM,1710,64,72,177.8,72.12,Left,675000,3000
12035,J. Koundé,France,Sevilla FC,21,CB,CB,1792,79,86,177.8,74.84,Right,16000000,21000
12036,J. Ferreira,United States,FC Dallas,19,ST,ST CM CAM,1676,68,81,172.72,63.96,Right,1700000,2000
12037,Sillero,Spain,Athletic Club de Bilbao,22,CB,CB RB,1620,63,75,177.8,79.83,Right,600000,4000
12038,Nolaskoain,Spain,Athletic Club de Bilbao,21,CM,CM CB CDM,1817,69,80,185.42,79.83,Right,1800000,8000
12039,S. Cartwright,England,Peterborough United,19,CB,CB RB,1179,49,65,185.42,74.84,Right,60000,900
12040,A. Toufiqui,France,Stade Malherbe Caen,21,CAM,CM CAM,1644,61,75,175.26,68.95,Left,550000,1000
12041,T. Weah,United States,LOSC Lille,20,ST,ST LM,1710,68,82,182.88,66.22,Right,2000000,11000
12042,C. Dagba,France,Paris Saint-Germain,21,RWB,RB RWB,1894,75,80,170.18,62.14,Right,8000000,39000
12043,R. Ibarra,Ecuador,Pachuca,25,RM,RM ST,1759,69,70,175.26,77.11,Right,1200000,8000
12044,C. Garcés,Ecuador,Delfín SC,30,ST,ST,1566,69,69,185.42,84.82,Right,1000000,500
12045,A. Bareiro,Paraguay,Club Libertad,31,RM,RM,1698,71,71,167.64000000000001,68.04,Right,2100000,500
12046,K. Athiu,South Sudan,Melbourne Victory,27,ST,ST,1362,56,56,200.66,88.0,Right,100000,2000
12047,J. Tucker,England,Gillingham,20,CB,CB,1404,62,74,193.04,84.82,Right,500000,1000
12048,M. Damsgaard,Denmark,Sampdoria,19,CAM,LW,1890,73,83,180.34,71.21,Right,6500000,11000
12049,Mauro Júnior,Brazil,PSV,21,CAM,CAM LM LB,1885,73,80,170.18,62.14,Left,5500000,11000
12050,J. Wind,Denmark,FC København,21,ST,ST,1764,72,82,190.5,82.1,Right,5000000,13000
12051,M. Forss,Finland,Brentford,21,ST,ST,1509,64,75,182.88,76.2,Right,775000,8000
12052,D. Titov,Latvia,St. Patrick's Athletic,20,RWB,RWB RW,1350,57,71,170.18,62.14,Right,210000,500
12053,Moha Ramos,Spain,Birmingham City,19,GK,GK,944,64,78,187.96,84.82,Right,825000,1000
12054,S. McLoughlin,Republic of Ireland,Hull City,23,CB,CB,1463,63,73,190.5,73.94,Left,550000,2000
12055,M. Sarkaria,Austria,FK Austria Wien,23,CAM,LM RM CAM,1760,69,75,180.34,73.94,Left,1400000,8000
12056,S. Pinas,Netherlands,ADO Den Haag,22,CB,CB CDM,1739,65,73,182.88,67.13,Left,725000,2000
12057,A. Lyons,Republic of Ireland,Bohemian FC,19,RB,RB,1575,61,74,172.72,58.06,Right,425000,500
12058,Y. Armougom,France,Stade Malherbe Caen,22,LWB,LB LWB LM,1676,67,76,172.72,71.21,Left,1100000,3000
12059,J. Italiano,Australia,Borussia Mönchengladbach,18,RM,LM RM,1517,61,82,177.8,68.04,Right,575000,2000
12060,S. Ballesteros,Chile,CD Antofagasta,18,LWB,LM,1371,51,63,170.18,68.95,Left,60000,500
12061,N. Díaz,Chile,Mazatlán FC,21,CB,CB RB,1544,65,76,177.8,73.94,Left,850000,2000
12062,N. Gallardo,Argentina,Defensa y Justicia,22,LWB,LB,1621,63,71,177.8,72.12,Left,475000,3000
12063,A. Aguirre,Argentina,River Plate,20,CB,CB RB,1309,57,71,182.88,77.11,Right,210000,2000
12064,C. Ferreira,Argentina,River Plate,20,CAM,CM CAM,1946,70,81,175.26,68.95,Right,3000000,7000
12065,D. Martínez,Argentina,Defensa y Justicia,22,CB,CB,1836,72,79,182.88,71.21,Left,3900000,9000
12066,U. Cardona,Mexico,Tigres U.A.N.L.,21,LM,LM LB,1756,67,76,177.8,67.13,Left,1200000,11000
12067,M. García,Colombia,Once Caldas,20,ST,ST,1525,66,75,180.34,66.22,Right,1000000,1000
12068,L. Shabani,Albania,IK Sirius,20,RM,CAM CF,1458,55,67,180.34,78.02,Right,140000,600
12069,Igor,Brazil,Fiorentina,22,CB,CB LB,1517,64,75,185.42,83.91,Left,700000,8000
12070,Iñigo Muñoz,Spain,C.D. Castellón,23,RM,RM LM LB,1641,64,72,165.1,59.87,Right,675000,2000
12071,Toni Moya,Spain,Atlético Madrid,21,CAM,CM CB,1634,64,75,180.34,78.02,Right,775000,7000
12072,P. Pfeiffer,Germany,SV Darmstadt 98,20,CB,CB LB,1390,64,79,195.57999999999998,91.17,Right,925000,3000
12073,S. Ngom,Senegal,Stade Malherbe Caen,27,ST,ST RW,1612,64,65,182.88,77.11,Right,525000,2000
12074,B. Crellin,England,Bolton Wanderers,20,GK,GK,909,57,74,185.42,69.85,Right,190000,1000
12075,J. Arias,Colombia,América de Cali,22,RM,CAM CM,1817,69,78,167.64000000000001,69.85,Right,1600000,1000
12076,F. Grahl,Argentina,Club Atlético Aldosivi,28,CM,CM CDM LM,1704,63,63,170.18,68.04,Left,375000,3000
12077,T. Belmonte,Argentina,Club Atlético Lanús,22,CB,CDM CM,1909,71,82,177.8,68.04,Right,3800000,9000
12078,J. Oksanen,Finland,AFC Wimbledon,19,CM,CDM CM,1613,59,76,182.88,72.12,Left,325000,700
12079,N. Pierini,Italy,Sassuolo,21,LW,LW CAM ST,1612,64,75,175.26,69.85,Right,775000,6000
12080,Rogério,Brazil,Sassuolo,22,LWB,LB LM,1838,70,79,177.8,69.85,Left,2500000,13000
12081,B. Garré,Argentina,Racing Club,19,LM,LW RW RM,1636,64,82,170.18,63.05,Left,975000,3000
12082,M. Chouiar,France,Racing Club de Lens,19,CAM,RM LM,1539,62,76,177.8,74.84,Right,650000,1000
12083,A. Tchouaméni,France,AS Monaco,20,CDM,CM,1846,71,78,187.96,81.19,Right,3300000,21000
12084,B. Worman,England,Cambridge United,18,ST,ST,1305,51,65,172.72,67.13,Right,80000,850
12085,E. Idem,England,Derby County,21,GK,GK,963,55,65,187.96,72.12,Right,100000,2000
12086,D. Butterworth,England,Blackburn Rovers,20,ST,ST CAM,1561,61,75,177.8,64.86,Right,550000,6000
12087,B. Janošević,Serbia,AIK,30,GK,GK,923,61,62,190.5,86.18,Right,200000,1000
12088,J. Lahne,Sweden,Amiens SC,18,CAM,ST LW,1713,62,77,175.26,68.04,Right,625000,600
12089,V. Gyökeres,Sweden,Brighton & Hove Albion,22,ST,LM ST RM,1604,67,78,187.96,86.18,Right,1300000,15000
12090,K. Kristensen,Denmark,Aarhus GF,20,GK,GK,870,58,70,190.5,74.84,Right,180000,1000
12091,O. Šarkić,Montenegro,Blackpool,22,ST,RW,1547,62,70,182.88,77.11,Right,450000,2000
12092,S. Odey,Nigeria,Amiens SC,22,ST,ST,1592,64,71,182.88,78.02,Right,650000,2000
12093,F. Bradarić,Croatia,Cagliari,28,CDM,CM CDM,1789,69,69,185.42,77.11,Right,1000000,15000
12094,D. Livaković,Croatia,Dinamo Zagreb,25,GK,GK,1330,80,86,187.96,78.93,Right,15000000,500
12095,B. Barišić,Croatia,Rangers FC,27,LB,LB,1898,73,74,185.42,79.83,Left,4000000,36000
12096,K. Dünnwald-Turan,Germany,Scunthorpe United,24,ST,ST LW,1409,58,64,187.96,79.83,Left,180000,3000
12097,Manu Vallejo,Spain,Valencia CF,23,ST,ST CAM LM,1894,74,81,167.64000000000001,72.12,Right,8000000,27000
12098,P. Kirk,Republic of Ireland,Bohemian FC,22,LB,LB,1547,60,69,175.26,66.22,Left,275000,500
12099,A. Dursun,Turkey,Trabzonspor,21,LB,LB,1708,65,73,177.8,69.85,Left,725000,5000
12100,R. Massimo,Germany,VfB Stuttgart,19,RM,RM,1682,66,78,182.88,78.93,Right,1100000,4000
12101,S. Fielding,England,Salford City,21,CB,CB,1243,53,65,185.42,78.02,Right,100000,2000
12102,S. Rentería,Colombia,Deportivo Cali,21,ST,ST,1411,57,65,177.8,69.85,Right,160000,500
12103,J. Amon,United States,FC Nordsjælland,21,RM,LW,1637,65,75,175.26,71.21,Right,875000,3000
12104,H. De la Fuente,Argentina,Vélez Sarsfield,23,RWB,RB RWB,1890,71,79,177.8,73.03,Right,3100000,9000
12105,J. Mascoll,England,Bolton Wanderers,23,LB,LB,1565,60,67,187.96,73.94,Left,250000,2000
12106,C. Rocchia,France,Olympique de Marseille,22,LB,LB,1706,68,79,172.72,63.96,Left,1400000,11000
12107,P. Gueye,France,Olympique de Marseille,21,CDM,CDM CM,1741,70,84,187.96,64.86,Left,3700000,13000
12108,M. Sagnan,France,Real Sociedad,21,CB,CB,1522,69,80,187.96,77.11,Left,1700000,8000
12109,J. Opoku,England,Plymouth Argyle,21,LB,LB CB,1651,66,77,195.57999999999998,78.93,Left,1000000,3000
12110,E. Francis,England,Wolverhampton Wanderers,20,CB,CB CM,1421,57,72,182.88,76.2,Right,210000,7000
12111,André Pereira,Portugal,Rio Ave FC,25,ST,ST RW LW,1698,71,76,187.96,82.1,Left,3200000,8000
12112,Rafael Leão,Portugal,Milan,21,RM,ST,1805,74,83,187.96,81.19,Right,9000000,26000
12113,A. Pereira,Norway,PAOK,20,LB,LB,1768,67,78,182.88,73.03,Left,1200000,500
12114,P. Rajković,Serbia,Stade de Reims,24,GK,GK,1042,79,84,190.5,84.82,Right,12500000,20000
12115,B. Risa,Norway,Odds BK,22,LWB,LB,1795,68,79,187.96,78.93,Left,1400000,2000
12116,A. Ouahim,Morocco,SV Sandhausen,22,RM,RM CAM LM,1699,67,74,175.26,68.04,Right,1100000,3000
12117,U. Segura,Costa Rica,DC United,27,RM,RM LM CM,1838,68,68,182.88,69.85,Right,950000,4000
12118,Y. Meriah,Tunisia,Çaykur Rizespor,26,CB,CB,1710,70,73,190.5,83.01,Right,2000000,8000
12119,C. Akas,Nigeria,Os Belenenses,26,LWB,LWB CB,1620,66,69,187.96,89.81,Left,700000,2000
12120,D. Akpeyi,Nigeria,Kaizer Chiefs,34,GK,GK,975,73,73,187.96,86.18,Right,1800000,500
12121,A. Nwakaeme,Nigeria,Trabzonspor,31,LM,LM,1938,78,78,185.42,79.83,Right,9000000,34000
12122,J. El Yamiq,Morocco,Real Valladolid CF,28,CB,CB,1717,74,76,193.04,83.01,Right,5500000,17000
12123,K. Parks,United States,New York City FC,22,CM,CM,1735,68,75,190.5,81.19,Right,1200000,3000
12124,M. Taremi,Iran,FC Porto,27,ST,ST CF,1811,77,77,187.96,82.1,Right,9500000,16000
12125,A. Beiranvand,Iran,Royal Antwerp FC,27,GK,GK,1088,73,75,193.04,81.19,Right,3400000,13000
12126,T. Al Ammar,Saudi Arabia,Al Shabab,20,RM,CM CAM CDM,1604,62,76,172.72,68.04,Right,650000,4000
12127,Chumi,Spain,UD Almería,21,CB,CB,1515,64,79,185.42,78.02,Right,925000,2000
12128,Sergio Gómez,Spain,SD Huesca,19,CAM,RM LM,1713,68,84,170.18,68.04,Left,1900000,5000
12129,E. Taha,France,En Avant de Guingamp,21,ST,ST,1497,61,75,175.26,69.85,Right,550000,1000
12130,L. Buades,France,Nîmes Olympique,22,RM,RM ST,1565,61,68,180.34,74.84,Right,350000,3000
12131,J. Ogenia,Curacao,Willem II,21,RW,RB RW,1631,59,69,180.34,72.12,Right,230000,1000
12132,A. Cruz,Mexico,Club Tijuana,22,LB,LB LWB,1735,71,80,172.72,62.14,Left,3300000,11000
12133,R. Atkinson,England,Oxford United,21,CB,CB,1211,58,65,193.04,84.82,Left,160000,1000
12134,T. Francois,Australia,Fulham,19,CAM,CM,1528,57,72,170.18,59.87,Left,220000,7000
12135,Martín,Spain,Deportivo Alavés,24,RB,RB RM,1725,75,80,177.8,68.95,Right,8000000,18000
12136,L. Offord,England,Crewe Alexandra,20,CB,CB,1430,61,71,180.34,66.22,Right,375000,1000
12137,Lucas,Brazil,RC Celta,23,CB,CB,1451,66,76,185.42,76.2,Right,950000,5000
12138,F. Nadalín,Argentina,Newell's Old Boys,22,RB,RB,1614,68,77,175.26,73.03,Right,1200000,5000
12139,N. Bazan,Argentina,Universidad Católica del Ecuador,21,ST,ST,1579,63,73,182.88,73.94,Right,600000,500
12140,B. Johnson,England,West Ham United,20,RB,RB LB,1544,62,78,180.34,69.85,Right,625000,4000
12141,M. Retegui,Argentina,Boca Juniors,21,ST,ST,1573,68,81,185.42,81.19,Right,1700000,6000
12142,M. Diaby,France,Bayer 04 Leverkusen,20,LM,LM,1881,81,88,170.18,67.13,Left,25000000,54000
12143,P. Schuurs,Netherlands,Ajax,20,CB,CB,1942,75,84,190.5,78.93,Right,9500000,10000
12144,Manu Morlanes,Spain,UD Almería,21,CM,CM CDM,1889,72,81,177.8,74.84,Right,4800000,6000
12145,A. Bamba,Ivory Coast,Paris FC,20,CB,CB RB,1513,65,74,185.42,87.09,Right,775000,2000
12146,R. Hoffmann,Germany,Bayern München II,21,GK,GK,913,64,77,193.04,83.91,Right,725000,1000
12147,N. Atkinson,Australia,Melbourne City FC,21,RM,RB RM,1774,65,74,180.34,72.12,Right,750000,2000
12148,J. Olowu,England,Cork City,20,CB,CB,1326,57,68,185.42,74.84,Right,160000,500
12149,Aitor Ruibal  B,Spain,Real Betis,24,ST,ST RM RWB,1588,67,74,175.26,74.84,Right,1100000,7000
12150,M. Casey,England,Portsmouth,19,CB,CB,1227,55,72,203.2,79.83,Right,160000,1000
12151,J. Varela,Argentina,Godoy Cruz,23,CB,CB,1362,65,75,190.5,79.83,Right,800000,2000
12152,S. Barreto,Argentina,Independiente,21,CB,CB,1452,64,79,182.88,78.02,Right,925000,3000
12153,W. Ferry,Republic of Ireland,Southampton,20,CAM,LW,1512,59,69,175.26,69.85,Left,250000,6000
